X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,XC,y
0.985702511539305,0.899527017864256,2.33228337339346,1.04427268435595,1.1417183359515,-1.6566470366147,-1.4092645453316297,1.04351822739434,-0.9314605938809499,-1.72675373218901,0.14975684146196303,0.723953391672216,0.65422151119397,-0.12898119173271302,-0.44873767767945,0.001453157579697,1.06847232979917,0.547042509605276,-1.44677710377294,0.8466472976783499,1.3853779820312,0.217852817123226,0.628801136539916,0.5114028706492221,0.562767099868033,-0.356513976756609,0.867604291889822,-0.218641896634104,-0.33659053213926504,0.09678116034227499,C,0
0.5398164725076741,0.243602327491562,1.63604841961947,-0.562149761846815,-0.235559938393008,-1.3160394338016999,1.5290691213435301,-1.4158708219603202,-1.16726594699141,-0.10319460776728802,1.2648120181233,-0.046111839497287005,-0.052788843888937,0.713823065757005,0.48907432160187697,1.4494492835636699,-0.241007810045834,-1.5308788218796,-0.14025428996929198,-2.21868439107528,0.12966184302802802,2.02039835369129,0.7349067262938559,0.929243565862131,-0.8050464791874421,0.268788253279861,1.02579907657001,1.11227118351094,1.49258450200843,-0.497019785098887,E,0
-1.42448337209819,-0.470533108783354,0.095099544255459,0.131981270141026,1.16890169680177,-0.8275300958798459,-1.23311083932469,0.5566793024586789,-1.38406509595454,-1.1979440247465099,-0.40176153737128995,0.242434301204993,-1.06300075751916,-0.00018609744772499998,-1.6256951468322802,0.549367470702801,1.7924255934356401,-0.684976772470105,0.380994412096062,-0.007496595686548001,0.6402675587793399,1.4709327710061801,-1.39852607237501,-2.13963553992495,-1.23808986846268,-0.139801838679714,-2.3172488283861403,0.11348279670761001,0.521594305820501,1.26920802015667,E,0
-1.0341571033143702,-1.05449648433243,0.33946705203868605,-0.829150972263564,0.012123029429692,0.048887393930154004,0.573194585065866,-0.18918444367079898,-0.674289053167317,0.9758346454557439,-0.040081079815098994,-0.11956204499477198,0.765591833684587,-0.589195358875669,0.05490908374908401,0.670680077867424,0.034361577830475,-1.15161359230256,-0.5988406294138979,0.278923482610322,2.56578730148519,0.881025299028447,0.305297666864152,-0.36810719200703496,-0.66485926242863,0.225714909429622,-0.865773274159501,-0.026331538404060002,-0.209023394379779,0.074813883357734,E,0
0.177090803089808,1.15421568980251,1.00413339619375,-0.7240149572566842,-0.5080899895430779,-0.47828413451244706,-0.524431164819308,1.84156020022252,-1.14714047815482,0.435024562958005,-0.3855041038771789,-1.8952923592499,0.33607859673526896,-0.706586597327033,0.05867485087990901,-0.318922061724284,0.25272511752946003,-0.7563722549550509,-1.6191899293718999,-0.41378809493865104,0.909172793704918,0.515646822262479,1.09599138342861,-0.99310370186021,-0.775455761788695,0.938552762099871,0.662388240763227,0.48311140928508,-0.9104813335066759,1.54443130082232,E,0
-1.0187051871871602,-0.473110912228435,-0.5784171285011209,-0.6048321356317089,0.40684717973771006,0.5017474200821379,-0.280561617816597,1.4357668342776102,1.66768731059627,0.609208598914798,-0.45529214849464605,-0.15629641869109198,0.09729992959703698,-0.332979164492845,-0.44821175021247794,-1.47196160235643,1.34077786842351,0.334831387649027,-0.580128700186098,2.20745601180003,0.881854346639413,-0.39215304948940205,-1.65804937862099,0.5567500731198121,-0.6785371561459671,1.12070008401464,-0.274917945360728,0.05680439804286099,-0.568553093055287,0.024377775612961002,B,0
-1.05970687278293,-0.928972056476409,-1.1289900597824198,1.7328415791611498,-1.72272069356455,-0.28771808622295597,0.400297533117591,0.498502191738841,-0.245649444720293,-0.7722753754624541,-0.6672042516314649,0.736393174367913,0.47212830336388395,0.225094068464575,0.085448565620881,-0.857311900580663,-1.46397643814848,1.2971150890124699,-1.04818642934459,-0.427005719633082,-0.41539778573921204,-0.098957221176763,-1.32415221724633,0.252505923102277,-1.01795150764854,-0.207810744310838,-1.5550649846292202,-0.317304353801815,1.4070853080521202,-0.376087387632742,C,1
1.49572063722855,0.9789380242963142,-1.2997280045756399,1.0358404574123101,-0.190102999710453,0.24819969098867398,1.5609417276425501,-0.805136948101121,0.39827719371714293,0.8582260936510749,3.25946214464608,0.670701834371853,-0.397974713304891,-0.47353586773807504,2.09983141565234,0.20703923490409698,-0.327679714384248,0.361262621294161,0.07587431283733599,0.7344974101626751,-0.074864310262796,-0.45298019823608504,0.249708776120525,0.307220601233538,-0.442486245232433,-0.229340667513405,0.77390324244304,1.36302525680854,-1.49699522504641,-2.03548631337143,A,0
1.55318714276699,-1.04550006488465,-1.26920312026776,-0.7213487187423859,0.54305479060035,0.603842641391152,0.5376232404481629,0.190584837336676,-1.9109765674928,0.937466977817009,-1.49714765309268,0.04031995405038,-0.10621898512706801,1.16138443055071,1.66358178256428,1.1031322650308701,0.040387264979208,2.19835623461231,-0.747360066761926,-1.43599699792752,-0.9426256261442361,0.864428983417391,0.162147843948206,-0.599963061508098,-0.290023674983488,1.17487896165296,-0.16347221767725,0.238328484649724,-1.51583120259658,-0.9890477669320551,B,0
0.49014992835183,-0.38028002119474397,0.5750173115030109,-0.564146766724221,0.676064909970968,0.93106760265058,0.6918142028309541,-0.6915519033752621,-0.663520200711922,1.18203094290343,-0.6070349662749129,-0.9820299666748771,0.8346314801063549,0.860198958636598,0.983800995124125,1.45760933508691,-0.074651644533015,1.2267243662387,0.34331842332585605,0.7972513968926122,0.160419273714353,1.02670330344337,0.5930413337110539,-0.65099624636962,-0.519249593360692,0.066405687361798,-0.22337863584776502,1.3479292107202399,0.11792371926953399,1.28090110159777,A,0
